"Series Code","Topic","Indicator Name","Short definition","Long definition","Unit of measure","Periodicity","Base Period","Other notes","Aggregation method","Limitations and exceptions","Notes from original source","General comments","Source","Statistical concept and methodology","Development relevance","Related source links","Other web links","Related indicators","License Type",
"SP.DYN.TFRT.Q1","Quintile: Population","Total fertility rate (TFR) (births per woman): Q1 (lowest)","","Total fertility rate (TFR): The number of children that would be born to a woman if she were to live to the end of her childbearing years and bear children in accordance with age-specific fertility rates currently observed. The reference period is three years preceding the survey.","","Annual","","","","","","Data disaggregated by wealth quintile provide insights into health differentials by socioeconomic status and allow problems particular to the poor, such as unequal access to health care to be identified. The table shows the estimates for the poorest and richest quintiles only; the full set of estimates for up to 70 indicators is available at http://data.worldbank.org/data-catalog/healthnutrition-population-statistics. The estimates in the table are based on household survey data, which may refer to a period preceding the survey date or use a definition or methodology different from the estimates in the other tables. Thus the estimates may differ, and caution should be exercised in using the data.","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.TFRT.Q2","Quintile: Population","Total fertility rate (TFR) (births per woman): Q2","","Total fertility rate (TFR): The number of children that would be born to a woman if she were to live to the end of her childbearing years and bear children in accordance with age-specific fertility rates currently observed. The reference period is three years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.TFRT.Q3","Quintile: Population","Total fertility rate (TFR) (births per woman): Q3","","Total fertility rate (TFR): The number of children that would be born to a woman if she were to live to the end of her childbearing years and bear children in accordance with age-specific fertility rates currently observed. The reference period is three years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.TFRT.Q4","Quintile: Population","Total fertility rate (TFR) (births per woman): Q4","","Total fertility rate (TFR): The number of children that would be born to a woman if she were to live to the end of her childbearing years and bear children in accordance with age-specific fertility rates currently observed. The reference period is three years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.TFRT.Q5","Quintile: Population","Total fertility rate (TFR) (births per woman): Q5 (highest)","","Total fertility rate (TFR): The number of children that would be born to a woman if she were to live to the end of her childbearing years and bear children in accordance with age-specific fertility rates currently observed. The reference period is three years preceding the survey.","","Annual","","","","","","Data disaggregated by wealth quintile provide insights into health differentials by socioeconomic status and allow problems particular to the poor, such as unequal access to health care to be identified. The table shows the estimates for the poorest and richest quintiles only; the full set of estimates for up to 70 indicators is available at http://data.worldbank.org/data-catalog/healthnutrition-population-statistics. The estimates in the table are based on household survey data, which may refer to a period preceding the survey date or use a definition or methodology different from the estimates in the other tables. Thus the estimates may differ, and caution should be exercised in using the data.","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.WFRT.Q1","Quintile: Population","Total wanted fertility rate (births per woman): Q1 (lowest)","","Total wanted fertility rate: Total wanted fertility rate is an estimate what the total fertility rate would be if all unwanted births were avoided. The reference period is three years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.WFRT.Q2","Quintile: Population","Total wanted fertility rate (births per woman): Q2","","Total wanted fertility rate: Total wanted fertility rate is an estimate what the total fertility rate would be if all unwanted births were avoided. The reference period is three years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.WFRT.Q3","Quintile: Population","Total wanted fertility rate (births per woman): Q3","","Total wanted fertility rate: Total wanted fertility rate is an estimate what the total fertility rate would be if all unwanted births were avoided. The reference period is three years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.WFRT.Q4","Quintile: Population","Total wanted fertility rate (births per woman): Q4","","Total wanted fertility rate: Total wanted fertility rate is an estimate what the total fertility rate would be if all unwanted births were avoided. The reference period is three years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.WFRT.Q5","Quintile: Population","Total wanted fertility rate (births per woman): Q5 (highest)","","Total wanted fertility rate: Total wanted fertility rate is an estimate what the total fertility rate would be if all unwanted births were avoided. The reference period is three years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.MTR.1519.Q1.ZS","Quintile: Population","Teenage pregnancy and motherhood (% of women ages 15-19 who have had children or are currently pregnant): Q1 (lowest)","","Teenage pregnancy and motherhood: Percentage of women aged 15-19 years who are mothers or pregnant with their first child.","","Annual","","","","","","Data disaggregated by wealth quintile provide insights into health differentials by socioeconomic status and allow problems particular to the poor, such as unequal access to health care to be identified. The table shows the estimates for the poorest and richest quintiles only; the full set of estimates for up to 70 indicators is available at http://data.worldbank.org/data-catalog/healthnutrition-population-statistics. The estimates in the table are based on household survey data, which may refer to a period preceding the survey date or use a definition or methodology different from the estimates in the other tables. Thus the estimates may differ, and caution should be exercised in using the data.","Household Surveys (DHS, MICS)","","","","","","Open",
